ID_Veiculo,Marca,Modelo,Ano,Regiao,Tipo_Veiculo,Capacidade_Bateria_kWh,Saude_Bateria_%,Autonomia_km,Potencia_Carga_kW,Tempo_Carga_hr,Ciclos_Carga,Consumo_Energia_kWh_por_100km,Quilometragem_km,Velocidade_Media_kmh,Velocidade_Max_kmh,Aceleracao_0_100_kmh_seg,Temperatura_C,Tipo_Uso,CO2_Economizado_ton,Custo_Manutencao_USD,Custo_Seguro_USD,Custo_Eletricidade_USD_por_kWh,Custo_Mensal_Carga_USD,Valor_Revenda_USD
129,Ford,F-150 Lightning,2021,Europa,Sedã,47.4,82.5,269.0,11.0,4.8,377,21.6,12351.0,84.7,228.3,6.2,18.9,Pessoal,2.2,1124.33,1256.58,0.35,58.31,11733.75
130,Ford,F-150 Lightning,2019,Europa,Caminhonete,70.9,76.9,329.0,150.0,0.6,504,17.6,150552.0,61.9,176.7,8.1,16.3,Pessoal,27.81,619.89,1130.01,0.35,62.42,8998.94
131,Audi,e-tron,2022,Ásia,SUV,39.2,79.0,233.0,250.0,0.3,194,20.7,62062.0,43.5,104.7,9.9,19.7,Pessoal,13.73,1074.36,1293.17,0.18,24.56,10400.4
132,Ford,Mustang Mach-E,2023,América do Norte,Hatchback,83.5,82.9,481.0,100.0,0.9,104,15.7,15246.0,58.1,128.8,6.0,8.3,Pessoal,2.86,1031.49,1040.36,0.28,44.07,28477.33
133,BMW,iX,2021,América do Norte,SUV,79.8,82.8,457.0,150.0,0.6,615,19.6,10711.0,97.0,248.0,8.4,12.4,Comercial,2.11,859.29,1593.05,0.35,22.83,22333.68
134,Chevrolet,Bolt EUV,2022,Oceania,SUV,50.9,100.0,303.0,100.0,0.6,140,15.0,27577.0,66.7,180.5,10.2,32.4,Pessoal,4.98,1051.81,1647.8,0.15,14.73,19177.23
135,Nissan,Ariya,2023,América do Norte,SUV,72.2,97.0,398.0,50.0,1.4,139,17.3,500.0,55.4,151.4,5.9,36.6,Pessoal,0.1,1244.23,1416.94,0.28,54.48,28695.07
136,Toyota,Prius Prime,2020,Europa,Caminhonete,66.7,92.5,388.0,250.0,0.3,197,19.8,70489.0,72.5,185.5,6.3,6.9,Pessoal,8.18,1029.26,539.69,0.15,28.67,14959.07
137,Kia,EV6,2021,Europa,SUV,94.6,90.6,498.0,100.0,0.9,552,18.0,20148.0,58.2,181.6,7.2,14.1,Frota,3.16,1037.3,1470.04,0.18,47.43,30018.11
138,Hyundai,Kona Electric,2020,Europa,SUV,44.4,89.4,263.0,100.0,0.5,390,20.8,19660.0,57.4,165.4,2.8,18.0,Comercial,3.31,916.29,1713.38,0.35,45.75,10291.4
139,Chevrolet,Bolt EUV,2023,Ásia,Sedã,62.0,89.4,348.0,7.4,8.5,78,20.0,23147.0,55.2,117.8,8.3,20.0,Pessoal,3.83,670.08,1443.29,0.15,24.68,23986.76
140,Audi,e-tron,2022,América do Norte,Caminhonete,52.2,88.3,251.0,50.0,1.2,295,17.1,27429.0,77.8,160.2,4.0,8.5,Pessoal,4.29,892.49,1594.05,0.12,17.0,16211.54
141,Toyota,Prius Prime,2022,Europa,SUV,65.9,87.3,397.0,11.0,6.6,10,21.9,44428.0,67.9,146.7,9.0,24.5,Pessoal,7.89,862.72,908.26,0.28,52.46,22460.42
142,Ford,Mustang Mach-E,2023,Europa,Sedã,75.7,70.3,411.0,11.0,6.9,46,19.3,25058.0,86.3,246.0,5.9,25.3,Frota,4.41,946.74,1010.34,0.12,26.87,23541.43
143,Kia,Niro EV,2021,Ásia,SUV,52.0,84.0,279.0,22.0,2.4,472,17.3,42765.0,69.6,138.3,5.7,26.5,Pessoal,7.59,900.08,1724.13,0.12,16.75,13094.37
144,Ford,F-150 Lightning,2023,América do Norte,Sedã,57.7,85.1,305.0,50.0,1.3,200,18.4,14957.0,87.9,231.8,4.6,25.5,Pessoal,2.78,662.8,1466.3,0.18,37.23,21664.37
145,Tesla,Model 3,2022,Europa,Hatchback,84.3,81.0,448.0,7.4,12.6,326,18.3,47638.0,74.8,183.2,8.4,18.8,Pessoal,9.29,1141.83,1101.11,0.18,49.11,22787.47
146,Tesla,Model 3,2019,América do Norte,Hatchback,92.1,82.6,517.0,22.0,4.8,713,18.6,52551.0,61.1,129.9,8.3,27.9,Pessoal,8.24,641.82,1091.23,0.12,32.02,14486.75
147,Kia,Niro EV,2022,América do Norte,Sedã,74.9,89.4,375.0,22.0,3.6,588,17.6,49244.0,63.0,162.2,5.9,23.4,Comercial,8.09,918.26,1207.76,0.15,28.26,23791.46
148,Kia,Niro EV,2023,América do Norte,Sedã,62.2,93.1,293.0,11.0,5.7,166,19.1,500.0,92.4,226.1,11.5,3.2,Pessoal,0.1,954.51,1080.73,0.18,31.54,25046.48
149,Audi,Q4 e-tron,2020,América do Norte,SUV,60.3,89.4,300.0,100.0,0.7,254,20.4,48173.0,84.6,232.0,7.1,3.2,Pessoal,7.31,485.02,1202.25,0.28,37.34,14168.85
150,Kia,EV6,2023,Ásia,Sedã,76.0,92.9,433.0,7.4,12.8,201,19.3,16560.0,88.2,177.4,7.0,21.1,Pessoal,2.58,1268.55,2457.3,0.12,33.9,28145.08
151,BMW,i3,2023,América do Norte,SUV,69.6,93.1,377.0,50.0,1.3,90,19.2,4958.0,49.9,111.4,7.1,30.9,Pessoal,0.78,787.7,918.5,0.28,50.35,28066.81
152,Ford,Mustang Mach-E,2020,América do Sul,Caminhonete,32.0,84.6,194.0,22.0,1.5,344,17.7,72318.0,36.9,82.6,5.3,22.5,Frota,12.58,501.9,482.53,0.35,34.14,7179.44
153,Chevrolet,Bolt EUV,2023,Oceania,Crossover,76.4,91.2,418.0,7.4,12.0,41,15.3,16435.0,52.4,141.4,4.5,23.9,Pessoal,3.45,800.11,934.96,0.28,48.0,32493.19
154,Volkswagen,ID.4,2019,Europa,Crossover,47.8,73.0,283.0,11.0,4.9,529,14.6,44492.0,67.5,163.9,6.1,7.4,Frota,8.71,507.65,1421.75,0.28,24.54,8060.85
155,Kia,Niro EV,2020,América do Norte,Crossover,36.7,83.9,189.0,22.0,1.9,205,15.9,34318.0,55.3,157.8,8.6,18.7,Comercial,5.28,626.01,1440.73,0.12,8.33,9192.41
156,Hyundai,Kona Electric,2020,Europa,Hatchback,31.6,83.0,167.0,22.0,1.5,681,16.7,30932.0,65.4,155.7,2.4,29.4,Pessoal,7.25,620.15,769.72,0.22,12.89,6943.22
157,Tesla,Model Y,2023,Ásia,Hatchback,60.7,99.3,334.0,150.0,0.4,124,23.0,1946.0,58.2,149.4,3.3,22.5,Pessoal,0.31,759.25,1049.35,0.35,70.17,23263.24
158,BMW,iX,2022,Europa,SUV,44.7,89.7,243.0,11.0,5.1,85,21.8,56835.0,38.5,113.4,5.5,19.0,Pessoal,7.47,1209.43,1546.32,0.18,16.53,14849.92
159,Toyota,Prius Prime,2019,América do Norte,Hatchback,24.0,76.3,129.0,150.0,0.3,639,16.2,66234.0,71.4,140.5,2.5,23.9,Comercial,15.55,831.91,1157.01,0.28,11.74,3509.84
160,Volkswagen,ID.4,2021,Europa,Sedã,57.8,91.8,293.0,11.0,5.8,598,19.3,11177.0,65.5,164.3,3.5,20.3,Pessoal,1.73,849.32,790.37,0.12,15.46,19567.95
161,Chevrolet,Bolt EV,2022,Ásia,Sedã,55.2,94.3,260.0,11.0,5.1,482,17.8,27962.0,84.9,211.4,9.0,29.7,Pessoal,4.94,656.9,874.5,0.22,24.65,19541.06
162,Volkswagen,ID.3,2019,Ásia,Caminhonete,62.0,86.3,361.0,150.0,0.4,70,18.7,84995.0,67.4,152.6,5.9,20.3,Pessoal,14.96,885.0,1763.2,0.12,26.15,11241.96
163,Kia,Niro EV,2023,América do Norte,SUV,52.4,92.5,302.0,250.0,0.3,81,16.4,8183.0,76.7,188.0,4.9,17.7,Comercial,1.62,790.07,1018.54,0.18,26.72,21288.95
164,Audi,e-tron,2023,Ásia,Sedã,101.6,67.0,528.0,7.4,14.8,47,24.7,11961.0,52.7,136.7,7.3,7.5,Pessoal,1.49,774.86,1221.07,0.12,38.21,28883.71
165,Tesla,Model 3,2021,América do Norte,Crossover,75.3,65.4,428.0,7.4,11.2,470,23.6,77600.0,70.2,159.8,7.3,30.1,Pessoal,13.27,1012.12,560.52,0.15,51.62,14745.8
166,Tesla,Model 3,2023,América do Norte,SUV,55.0,77.6,298.0,250.0,0.3,39,17.1,5268.0,77.1,194.0,9.9,8.6,Pessoal,0.89,517.55,1105.19,0.35,47.58,19468.52
167,Toyota,bZ4X,2021,América do Sul,Sedã,63.7,88.2,386.0,7.4,10.3,611,16.2,30459.0,73.3,160.8,2.6,20.4,Pessoal,6.77,1179.94,2329.59,0.15,26.61,17010.89
168,Audi,Q4 e-tron,2023,América do Norte,Crossover,93.3,99.3,452.0,100.0,0.9,213,20.8,500.0,61.6,150.2,4.7,26.0,Comercial,0.08,200.0,1915.75,0.28,40.92,41577.32
169,Ford,F-150 Lightning,2022,América do Norte,Hatchback,84.1,78.0,457.0,22.0,4.2,375,14.4,60388.0,70.3,195.3,5.5,35.9,Pessoal,10.29,772.07,1301.68,0.12,16.02,22181.85
170,Nissan,Leaf,2022,América do Norte,Sedã,37.1,80.2,200.0,7.4,5.3,171,20.5,40969.0,74.3,207.5,8.0,20.3,Comercial,8.31,1207.62,1846.07,0.12,14.88,10927.68
171,BMW,i4,2019,América do Sul,SUV,45.5,87.7,254.0,100.0,0.5,448,18.4,72935.0,83.0,236.7,14.2,31.9,Comercial,14.25,1162.02,1441.38,0.28,37.0,7961.52
172,Tesla,Model S,2023,Ásia,Sedã,49.4,83.1,310.0,22.0,2.5,102,13.7,9016.0,56.6,139.8,8.5,18.3,Pessoal,1.43,847.51,2130.36,0.28,40.4,18263.79
173,Hyundai,Ioniq 5,2021,Ásia,Crossover,56.2,82.6,306.0,7.4,10.6,621,17.5,25800.0,48.2,115.8,6.3,12.4,Comercial,4.98,557.02,1466.82,0.35,62.95,15068.52
174,Tesla,Model Y,2019,Ásia,Hatchback,53.1,83.6,312.0,11.0,5.5,100,16.0,63788.0,52.5,142.9,4.0,45.0,Pessoal,10.07,759.98,1735.99,0.22,24.54,8902.66
175,Volkswagen,ID.4,2018,América do Norte,Sedã,65.7,97.5,356.0,250.0,0.3,954,18.5,114808.0,67.2,191.5,3.7,5.8,Pessoal,23.43,1577.44,400.0,0.12,24.31,9042.53
176,Tesla,Model 3,2022,Europa,SUV,79.7,95.9,481.0,50.0,2.0,142,18.2,12274.0,65.1,164.4,9.3,45.0,Comercial,2.15,1012.63,1354.44,0.18,31.65,28404.56
177,Tesla,Model Y,2021,Europa,SUV,83.1,87.2,488.0,7.4,12.6,316,14.0,33422.0,74.4,219.8,5.0,34.3,Pessoal,4.76,289.83,954.7,0.18,20.98,25031.94
178,Nissan,Leaf,2022,América do Norte,Crossover,58.5,100.0,312.0,50.0,1.1,364,17.0,44288.0,77.5,210.3,6.1,12.3,Comercial,5.12,824.87,1424.42,0.18,25.39,21097.24
179,Nissan,Ariya,2023,Europa,Sedã,32.3,91.1,171.0,7.4,4.7,32,19.7,28409.0,36.7,85.5,11.1,24.5,Pessoal,4.79,620.42,1409.07,0.28,27.19,13014.97
180,Chevrolet,Bolt EUV,2018,América do Sul,Hatchback,44.2,96.2,254.0,11.0,4.7,688,20.2,117176.0,57.8,136.7,2.7,4.0,Frota,18.34,419.02,1753.49,0.28,38.32,5703.38
181,Ford,Mustang Mach-E,2022,América do Norte,SUV,54.6,80.1,282.0,250.0,0.3,249,16.9,18963.0,68.2,169.7,7.7,23.9,Pessoal,3.28,944.79,1617.92,0.28,39.74,16308.51
182,Hyundai,Kona Electric,2020,América do Norte,Hatchback,40.1,81.8,224.0,250.0,0.3,523,19.4,54833.0,81.7,165.8,4.7,21.2,Pessoal,9.79,508.91,636.26,0.18,17.28,8798.74
183,Tesla,Model S,2023,América do Norte,Crossover,87.8,81.7,467.0,50.0,2.0,126,18.8,18436.0,64.2,149.8,11.1,26.7,Pessoal,2.26,1264.49,459.68,0.22,58.13,32270.47
184,Tesla,Model S,2023,América do Norte,Hatchback,41.4,86.3,235.0,100.0,0.5,170,17.8,12571.0,85.5,243.0,4.7,14.0,Comercial,1.99,1202.32,1117.96,0.35,32.8,15577.3
185,BMW,i3,2022,América do Sul,SUV,77.3,87.5,419.0,11.0,6.7,206,19.4,41864.0,73.3,212.8,8.7,19.6,Comercial,7.37,581.12,1500.37,0.15,45.05,22351.65
186,Nissan,Ariya,2022,Europa,Hatchback,31.4,89.6,162.0,50.0,0.8,315,15.2,17833.0,70.7,182.8,2.5,22.8,Pessoal,3.26,562.35,1453.67,0.12,8.65,10462.34
187,Hyundai,Kona Electric,2020,Europa,Caminhonete,78.1,100.0,473.0,50.0,1.7,621,18.0,113776.0,63.3,166.9,10.9,13.1,Frota,23.2,1001.98,1226.87,0.15,42.0,17297.72
188,Toyota,Prius Prime,2021,Ásia,Sedã,62.2,92.8,350.0,150.0,0.4,457,13.2,42812.0,64.6,155.5,9.3,32.1,Pessoal,8.95,1105.33,1445.67,0.12,10.41,17434.63
189,Chevrolet,Bolt EUV,2023,América do Norte,Crossover,95.3,82.9,522.0,150.0,0.9,168,17.8,9741.0,70.0,161.6,5.6,19.3,Pessoal,1.68,724.5,1528.94,0.28,59.57,32641.69
190,Ford,F-150 Lightning,2021,Europa,Hatchback,42.4,87.0,242.0,11.0,4.9,456,22.3,59790.0,62.1,165.9,8.0,21.4,Frota,10.5,1093.54,1227.3,0.18,23.87,11581.39
191,Audi,e-tron,2021,Europa,Crossover,53.7,99.0,250.0,11.0,5.2,382,17.0,20521.0,81.7,193.5,9.4,9.7,Frota,3.4,1299.33,1448.67,0.15,12.23,17278.14
192,Ford,F-150 Lightning,2021,Europa,Hatchback,57.6,93.3,377.0,11.0,4.8,146,22.0,48698.0,78.2,235.2,7.4,1.5,Comercial,9.72,898.97,1484.0,0.28,76.81,18089.69
193,Volkswagen,ID.4,2023,Oceania,SUV,61.9,98.9,341.0,22.0,2.9,223,17.1,26678.0,83.0,217.7,6.0,4.5,Frota,4.49,491.29,1186.04,0.12,17.69,25860.16
194,Tesla,Model 3,2021,Ásia,Sedã,58.1,83.1,263.0,100.0,0.7,738,14.7,14587.0,49.4,130.1,6.8,24.0,Pessoal,2.2,1035.66,1791.74,0.35,23.62,16172.64
195,Chevrolet,Bolt EV,2019,Europa,SUV,58.5,81.3,357.0,7.4,8.8,546,20.0,124641.0,48.9,106.7,7.3,10.1,Frota,16.22,842.95,720.61,0.35,56.27,8108.9
196,Volkswagen,ID.4,2022,Ásia,Crossover,58.1,81.4,298.0,150.0,0.4,327,19.4,8483.0,72.3,130.5,7.1,25.3,Pessoal,1.29,703.53,1860.18,0.15,16.81,19801.4
197,Hyundai,Kona Electric,2023,América do Norte,Caminhonete,24.0,83.8,145.0,250.0,0.3,96,25.0,21837.0,63.8,168.0,8.1,34.5,Pessoal,3.76,1025.51,1618.05,0.15,15.62,8524.28
198,Audi,e-tron,2019,América do Norte,Hatchback,84.9,78.5,472.0,250.0,0.4,426,15.1,35557.0,68.9,162.0,4.4,25.7,Pessoal,7.45,1162.12,2063.71,0.15,29.97,14339.26
199,Nissan,Leaf,2020,América do Norte,Sedã,122.2,89.4,576.0,50.0,2.5,548,19.1,99727.0,48.2,134.7,5.4,22.3,Pessoal,18.09,855.8,592.34,0.15,46.6,23988.38
200,Chevrolet,Bolt EUV,2019,Europa,SUV,71.0,89.5,400.0,150.0,0.5,1602,19.2,50996.0,43.1,95.9,6.0,24.6,Pessoal,9.35,200.0,1059.49,0.15,34.45,13606.4
201,Chevrolet,Bolt EUV,2021,Europa,Caminhonete,42.3,97.7,237.0,7.4,7.0,719,21.2,36087.0,68.5,160.3,8.2,29.0,Pessoal,6.5,835.94,1392.9,0.28,50.63,12897.48
202,Tesla,Model S,2021,Ásia,Sedã,44.3,72.9,269.0,11.0,4.7,689,19.6,21539.0,53.6,152.0,3.2,21.1,Pessoal,4.7,868.09,1303.26,0.12,21.56,10056.78
203,Kia,EV6,2022,América do Sul,SUV,77.3,79.4,445.0,250.0,0.3,335,17.1,500.0,75.7,199.2,7.4,24.6,Pessoal,0.1,1575.77,1027.21,0.12,20.78,24221.74
204,Chevrolet,Bolt EUV,2022,Europa,Hatchback,72.7,93.4,355.0,150.0,0.6,144,14.8,10961.0,55.8,122.7,9.0,12.3,Pessoal,1.97,838.89,1322.77,0.22,41.2,27252.35
205,BMW,iX,2022,Europa,SUV,59.3,88.5,356.0,100.0,0.7,404,19.0,1924.0,51.7,129.8,7.1,8.2,Pessoal,0.31,748.6,1698.35,0.18,29.22,22408.33
206,Audi,e-tron,2021,América do Norte,Sedã,80.1,87.4,424.0,100.0,0.8,10,19.1,500.0,31.0,95.2,7.2,12.9,Pessoal,0.07,1006.94,1256.39,0.35,72.35,24200.62
207,Audi,Q4 e-tron,2023,América do Norte,Sedã,24.0,97.1,153.0,22.0,1.2,159,19.9,17449.0,83.7,212.9,6.2,14.7,Comercial,4.01,709.96,654.08,0.15,11.58,9842.21
208,BMW,iX,2021,Europa,SUV,80.1,78.9,426.0,150.0,0.5,619,17.1,83122.0,75.5,185.4,7.2,14.3,Frota,16.97,594.16,2021.92,0.35,72.21,18432.32
209,Toyota,Prius Prime,2023,Europa,Crossover,69.8,81.2,377.0,11.0,6.6,143,18.8,29978.0,42.6,117.9,5.9,29.5,Comercial,5.22,321.68,816.46,0.12,13.32,23807.42
210,BMW,iX,2022,Ásia,SUV,45.1,80.2,230.0,50.0,1.0,487,13.4,10623.0,35.0,91.2,6.6,-9.2,Pessoal,2.48,621.34,712.79,0.18,13.94,14058.55
211,BMW,i4,2019,América do Norte,SUV,36.3,70.9,191.0,22.0,1.8,191,14.9,70420.0,56.0,164.3,5.9,15.9,Comercial,12.66,227.66,909.8,0.18,13.56,5173.65
212,Audi,Q4 e-tron,2022,América do Norte,SUV,67.4,88.1,345.0,11.0,7.1,480,20.8,49413.0,79.2,215.9,6.6,25.4,Pessoal,7.68,884.97,954.09,0.28,33.31,21679.26
213,Ford,F-150 Lightning,2020,Europa,Caminhonete,93.1,82.8,567.0,22.0,4.3,491,18.5,16280.0,57.1,158.3,6.2,25.1,Pessoal,3.53,864.75,1310.25,0.15,25.93,22117.28
214,Audi,e-tron,2022,América do Norte,Sedã,60.4,81.1,292.0,150.0,0.5,460,19.4,50060.0,61.9,182.5,4.0,9.8,Pessoal,7.09,1008.93,2243.98,0.22,26.01,17412.57
215,Kia,Niro EV,2018,América do Norte,Hatchback,47.9,79.7,283.0,7.4,8.0,1208,16.2,151002.0,79.9,192.6,3.2,35.4,Comercial,25.36,490.67,841.99,0.18,17.58,5640.13
216,Tesla,Model 3,2019,Ásia,SUV,68.8,86.9,407.0,250.0,0.3,1171,15.8,500.0,50.2,116.5,7.2,4.2,Pessoal,0.07,368.39,1637.72,0.28,45.4,14618.13
217,Volkswagen,ID.3,2023,América do Norte,SUV,101.4,80.6,628.0,150.0,0.8,198,16.7,500.0,54.8,114.9,8.5,14.5,Pessoal,0.08,1417.24,1980.42,0.15,38.28,32921.3
218,Ford,Mustang Mach-E,2020,Ásia,Sedã,73.6,88.8,406.0,11.0,7.7,717,18.7,46658.0,68.3,166.4,10.9,14.9,Pessoal,8.68,776.41,1030.49,0.12,28.12,16770.32
219,Nissan,Leaf,2023,América do Norte,Caminhonete,75.8,90.7,378.0,50.0,1.6,224,20.1,22817.0,60.8,128.1,9.7,14.8,Frota,4.34,1009.94,1160.14,0.22,38.61,29497.33
220,Volkswagen,ID.4,2020,América do Norte,Crossover,89.5,84.6,485.0,50.0,2.1,548,17.3,9342.0,51.8,135.2,9.3,31.6,Comercial,1.37,839.87,1322.17,0.15,29.19,22050.89
221,Tesla,Model X,2022,Europa,SUV,74.5,84.1,432.0,11.0,5.9,346,13.0,500.0,75.6,175.1,7.6,18.2,Pessoal,0.12,1023.48,1017.43,0.28,47.21,27059.39
222,Kia,Niro EV,2022,Ásia,Sedã,49.4,88.5,274.0,22.0,1.9,266,19.2,31073.0,72.8,203.0,7.3,21.2,Pessoal,3.65,868.41,473.51,0.35,28.52,15652.76
223,Kia,EV6,2021,Europa,Crossover,30.1,86.8,171.0,100.0,0.3,262,18.8,60819.0,77.5,211.9,5.0,26.8,Pessoal,11.18,559.4,1740.9,0.28,30.49,8300.14
224,Nissan,Ariya,2020,Ásia,Sedã,46.6,97.6,288.0,11.0,4.9,673,19.4,37327.0,62.7,149.4,4.7,11.6,Comercial,6.89,962.55,1263.25,0.28,27.2,12244.23
225,Ford,Mustang Mach-E,2020,América do Norte,Caminhonete,42.9,89.5,248.0,250.0,0.3,585,20.6,40052.0,38.6,107.8,7.5,16.5,Pessoal,7.53,891.18,974.28,0.28,43.06,10339.52
226,Toyota,bZ4X,2018,Ásia,SUV,78.2,95.8,438.0,150.0,0.6,1302,20.3,121334.0,65.2,165.9,4.9,34.8,Frota,25.04,295.3,1182.54,0.28,72.75,10822.32
227,BMW,i4,2020,América do Norte,Crossover,81.0,91.9,371.0,50.0,1.6,482,22.1,31003.0,47.4,93.3,6.8,21.8,Pessoal,2.74,888.36,1073.68,0.22,59.21,18436.33
228,Ford,F-150 Lightning,2022,Ásia,Caminhonete,68.5,76.5,350.0,7.4,11.0,165,18.1,16752.0,34.6,76.2,2.0,7.1,Comercial,2.63,683.87,1436.99,0.18,24.43,20592.48
229,Toyota,bZ4X,2023,Europa,Crossover,39.6,82.5,210.0,50.0,1.0,216,16.7,17311.0,60.9,139.0,8.2,9.4,Pessoal,3.19,599.97,840.33,0.18,15.91,15365.14
230,Kia,Niro EV,2023,América do Sul,Hatchback,100.7,86.6,454.0,100.0,1.0,137,21.1,18242.0,66.5,166.5,4.4,26.9,Pessoal,4.22,1092.6,1048.99,0.12,22.12,35810.97
231,Audi,Q4 e-tron,2022,Europa,Sedã,56.7,93.9,280.0,50.0,1.3,161,20.7,26268.0,89.0,211.0,3.4,6.7,Pessoal,4.27,778.44,1257.79,0.18,25.76,19978.23
232,Tesla,Model Y,2023,América do Norte,Crossover,77.1,100.0,414.0,100.0,0.8,225,17.3,27371.0,46.9,109.8,8.8,13.3,Pessoal,4.77,787.57,412.97,0.28,49.11,33908.07
233,Nissan,Ariya,2022,América do Norte,SUV,66.0,83.1,360.0,250.0,0.3,390,21.3,42496.0,75.2,201.1,9.4,20.0,Pessoal,8.57,826.77,1101.64,0.18,45.23,17928.76
234,Tesla,Model S,2020,Ásia,Sedã,69.2,87.4,398.0,11.0,7.9,1026,18.2,48302.0,41.0,112.2,6.8,18.1,Comercial,6.94,790.29,924.99,0.35,70.2,16000.12
235,Hyundai,Kona Electric,2023,Europa,Hatchback,76.4,93.4,412.0,50.0,1.7,110,21.8,4244.0,84.1,194.6,5.2,32.8,Pessoal,0.77,770.67,1443.38,0.35,78.06,31423.25
236,Hyundai,Kona Electric,2022,Ásia,Caminhonete,51.1,86.5,287.0,22.0,2.7,202,23.2,46524.0,54.5,122.4,8.8,-6.5,Comercial,8.23,1236.82,1298.81,0.18,29.68,16987.79
237,Ford,F-150 Lightning,2022,América do Norte,Crossover,91.1,100.0,482.0,150.0,0.6,121,25.9,47108.0,60.0,172.8,5.1,22.8,Comercial,7.62,594.73,1707.37,0.28,79.36,31468.52
238,Kia,Niro EV,2019,Europa,SUV,33.4,76.2,184.0,22.0,1.8,477,18.2,70874.0,60.2,199.7,6.6,15.2,Pessoal,13.83,278.96,400.0,0.22,17.54,5100.56
239,Kia,EV6,2021,América do Norte,Caminhonete,44.2,92.4,253.0,150.0,0.4,322,22.2,51922.0,76.4,169.4,10.4,31.2,Comercial,12.71,813.4,953.23,0.28,39.96,12013.35
240,BMW,i4,2021,Oceania,Hatchback,90.8,92.3,566.0,50.0,1.8,536,20.6,62531.0,43.2,119.5,7.9,15.6,Comercial,11.58,518.17,1278.22,0.18,72.81,24928.63
241,BMW,i4,2023,Ásia,SUV,76.8,96.2,403.0,250.0,0.3,71,20.8,28359.0,62.3,153.2,6.9,15.9,Pessoal,3.2,470.97,1716.8,0.18,40.75,30235.62
242,BMW,i4,2022,América do Sul,Sedã,115.8,87.5,645.0,50.0,2.7,178,19.3,44788.0,55.4,149.7,6.3,18.0,Comercial,6.89,795.28,757.47,0.12,29.61,35826.27
243,Audi,e-tron,2021,América do Norte,SUV,66.4,94.1,394.0,150.0,0.5,739,20.9,56125.0,98.0,217.0,7.1,11.4,Pessoal,12.59,882.4,878.57,0.28,87.71,17882.97
244,Volkswagen,ID.3,2023,Ásia,Sedã,99.0,85.0,473.0,250.0,0.4,10,13.9,22748.0,48.7,103.5,7.7,12.1,Pessoal,3.93,747.9,1725.85,0.12,23.8,34886.8
245,Chevrolet,Bolt EUV,2019,Ásia,Crossover,27.9,80.6,181.0,7.4,4.2,826,17.9,122963.0,30.0,64.9,4.2,16.5,Comercial,17.81,662.98,2121.63,0.12,11.61,3819.04
246,Volkswagen,ID.3,2021,Europa,Hatchback,36.7,79.4,223.0,250.0,0.3,141,16.0,51768.0,90.4,210.7,10.0,34.4,Pessoal,10.49,739.85,1882.38,0.15,12.8,8729.11
247,Tesla,Model S,2018,Ásia,Hatchback,82.9,75.5,385.0,50.0,1.7,477,15.8,135876.0,72.4,175.9,5.9,13.1,Pessoal,21.85,784.72,1886.31,0.35,61.72,8156.7
248,Volkswagen,ID.3,2022,América do Sul,Crossover,30.2,83.5,172.0,7.4,5.0,456,13.7,18728.0,53.2,148.1,6.5,11.1,Pessoal,3.39,799.2,1372.45,0.12,7.5,8215.84
249,Audi,Q4 e-tron,2023,América do Sul,Sedã,61.1,89.5,319.0,7.4,9.1,138,16.4,23627.0,64.5,145.1,9.0,14.0,Comercial,3.45,262.33,1252.96,0.35,33.33,23612.72
250,Tesla,Model S,2020,Ásia,Caminhonete,88.3,85.3,468.0,150.0,0.7,1241,17.5,37733.0,53.0,122.4,6.6,18.0,Frota,6.32,1062.17,1960.7,0.18,40.2,21297.65
251,Volkswagen,ID.4,2023,América do Norte,Sedã,75.0,88.6,426.0,7.4,10.0,175,18.6,6597.0,35.6,111.2,9.2,35.9,Pessoal,1.18,362.72,1069.61,0.18,26.71,30620.3
252,Audi,e-tron,2020,América do Norte,Crossover,65.2,96.9,393.0,7.4,10.2,312,18.0,55705.0,62.5,157.3,6.9,10.4,Comercial,9.86,598.68,795.86,0.15,28.11,15467.52
253,Chevrolet,Bolt EV,2023,Oceania,SUV,56.0,82.9,295.0,11.0,6.1,170,21.2,3819.0,62.4,161.3,7.2,43.0,Frota,0.73,333.74,1313.35,0.15,25.29,21791.37
254,Volkswagen,ID.4,2022,América do Norte,Crossover,69.0,100.0,364.0,250.0,0.3,417,15.3,20058.0,70.1,190.9,7.5,22.5,Pessoal,3.73,850.18,1055.73,0.28,31.87,25167.26
255,Audi,Q4 e-tron,2023,Ásia,SUV,76.5,93.0,435.0,22.0,3.7,168,12.2,18154.0,50.4,118.1,7.9,8.0,Pessoal,2.71,586.82,892.64,0.15,20.37,31304.64
256,BMW,iX,2018,Ásia,Sedã,51.8,85.4,300.0,7.4,6.8,713,19.6,103896.0,53.4,133.2,8.4,12.5,Comercial,23.96,744.85,1540.25,0.22,36.18,5545.92
257,Kia,Niro EV,2023,Ásia,Caminhonete,72.4,85.2,362.0,22.0,3.3,20,17.9,20330.0,59.4,142.8,9.6,-1.4,Comercial,3.56,577.13,1099.97,0.18,26.17,27441.05
258,BMW,i4,2022,Oceania,Sedã,86.6,78.9,551.0,7.4,12.3,223,17.8,40917.0,50.3,124.5,9.5,19.1,Frota,5.71,483.77,1273.82,0.18,48.17,24849.66
